Crop,Temperature_C,Rainfall_mm,Humidity_pct,SoilMoisture_pct,Nitrogen,Phosphorus,Potassium,Soil_pH,LeafSpot,Wilting,Yellowing,SymptomScore,DiseaseRisk,Yield_t_ha
Maize,26.56775848748789,93.30006253172294,63.26539592041475,60.030374252250155,68.46729052195963,32.5713052301894,65.49094425308725,6.984573769405232,0,0,0,0,Low,4.9289775491817895
Maize,18.84507801900486,42.005802256134515,70.09942005163538,75.61454635562731,107.16778130722429,20.73760709099819,21.99326008881437,6.307882632914286,1,0,0,1,Medium,4.798165909277055
Rice,36.25444604173293,90.12045442282985,71.80980757020308,85.10448115217181,104.99922763416046,33.73182139662515,33.82633186394916,5.6377005471691515,0,0,0,0,Low,4.451067873506209
Maize,22.735411587277866,81.34925455744599,66.83317692914576,53.305155793089355,89.90349062999834,26.255020697757633,21.82376065815228,6.629922614909605,0,0,0,0,Low,5.139168049203287
Wheat,13.863075094929187,13.64166352694101,72.28575595107995,90.06447763057673,64.37073082622541,40.81166177510192,5.642522609831222,6.701856528628439,1,0,0,1,Medium,3.28624871210117
Maize,22.489210522861253,54.63220207469827,61.133256853752144,71.50234576172784,79.48867439770642,28.4401266303316,34.679129944808565,6.397215136316127,0,0,0,0,Low,4.559799067473867
Maize,30.588797574385968,93.93089301624778,89.34482532614646,69.20954606735205,94.69789850692354,43.502432761011356,35.46879346982455,6.972962885330245,0,0,0,0,Low,4.689572763775277
Wheat,20.594438665540448,77.51448279580282,60.3198491359923,66.57500817814592,75.03736052742441,44.46626529440414,36.961649055979365,6.724347385342012,0,0,0,0,Low,3.4768846200466106
Rice,18.555512822811565,128.633651811255,71.50339058279171,68.46956416761556,83.76178298516197,40.33927178109735,31.952553354617873,4.586938668595511,0,0,0,0,Low,4.521843455215675
Cotton,29.208402939091638,101.28620385208775,68.56112783615261,78.94895337371895,89.52035526050531,39.61664273607528,18.557385686082917,6.531509694949159,0,0,0,0,Low,2.7439029826666443
Wheat,22.334589953133428,65.19006549588687,71.42439540787173,64.95938398446809,110.59923274237485,45.64388837011397,33.90635591265024,7.217720819422116,0,0,0,0,Low,3.735592985609476
Rice,24.163593843361586,92.82277950353713,74.4387725670023,66.628720099692,110.31165802008051,40.58932131795952,24.276253997005945,5.817074693769296,0,0,0,0,Low,4.330821936725783
Rice,24.039744507665382,133.79955499546554,91.7927225092016,61.6209914940703,98.09310811628356,46.97926097986306,26.24405394375148,5.3077115867478675,0,0,0,0,Low,4.254273234065525
Maize,28.70031293809557,83.81792540776674,78.35501116535846,75.68942725769644,70.91036211893625,52.9126148169791,31.399237458665013,6.2634868103255155,0,0,0,0,Low,4.466783709460795
Maize,24.429048897485888,66.20413924619052,66.6774995056115,75.18714163157293,82.06993984575236,46.58683633859466,39.35058029084117,6.473885776450528,0,0,0,0,Low,4.6269628110395224
Rice,28.658703731040912,121.94595587258083,76.4583145748567,76.53994772005976,116.86634702409893,36.6218822780973,19.8796109887038,6.152293475397069,0,0,0,0,Low,4.408564776989909
Wheat,22.740638343101413,79.00156935409127,79.2608050071768,92.18405668551148,84.48755472155112,45.40579626676278,33.44887833096891,6.713146673806726,0,0,0,0,Low,3.4232355882176275
Rice,30.166387271069286,118.50149679730633,88.1652953868543,74.90278522234729,68.5255085298812,43.270523688223875,49.184576448478765,6.1021236045070255,0,0,0,0,Medium,4.057701983282472
Maize,19.234915858245298,104.59659485417717,70.04065239032631,94.43880785796192,106.20633463735041,52.07328323977793,28.575157674616158,6.033081790547672,0,0,0,0,Low,5.042096113970269
Rice,31.286692775920077,125.421249008109,96.63953898403884,85.84618506003592,110.23732565109208,46.4978979464642,28.1973882370249,7.484070830973421,0,0,0,0,Medium,4.093921497522797
Maize,31.899640642419705,106.60643395472684,68.34078517276635,58.012916463227555,86.66894381904893,35.935064714563396,37.950249840281266,5.882944862111825,1,0,0,1,Medium,4.636701166215671
Wheat,20.25088892294147,59.6613309303401,78.95609525327536,48.56665859680498,85.19577075453472,36.672986411297714,43.92496559031471,6.633937496233747,0,0,0,0,Low,3.426810531305244
Cotton,27.20451626597898,33.93039742499757,60.86636957293362,50.63269379286843,71.38876445508316,31.826522987162992,29.38235800139871,6.763692834947335,0,0,0,0,Low,2.7202589290952264
Rice,25.283141373637925,102.23683966693892,69.47575889645418,98.53882196132814,88.17071901825484,44.98858724247966,46.811833430420066,5.590867144238388,0,0,0,0,Low,3.8204090892868714
Wheat,19.381666473963918,61.624361462218324,97.62337030378546,64.75751774483757,86.29640044222234,26.963508628421906,31.04535752910927,5.7230645165934515,0,0,0,0,Low,3.1368886907653413
Rice,29.438289402013428,151.10550986001462,89.49859758894185,94.94210384015919,87.54581897698017,49.25301205693044,50.23853198573728,5.8752520063192115,1,0,0,1,High,3.8056985455601056
Cotton,27.764179972401386,105.49032135762081,63.31795589697365,76.70337573302079,93.12608698704555,30.701436816687533,12.96128413173281,5.991543706528745,0,0,0,0,Low,2.607312433642006
Cotton,26.419617091883055,127.06283323740962,71.26795733910123,39.50096760554685,38.259837425743676,41.77412642112696,21.076746098115535,6.721148542011617,0,0,0,0,Low,2.704459144920286
Rice,24.532790422837152,133.33334605916676,84.42595569715253,61.4270581040622,116.92326474150005,37.38123271937943,30.820811092523982,5.673211456150862,0,0,0,0,Medium,3.9503283339823225
Maize,20.92924052571347,57.109757239485745,75.92811103658107,59.590281319007126,93.33132648515824,43.37695261441446,49.54019142371523,6.678890012870396,0,0,0,0,Low,4.599432035998435
Cotton,23.785721313446818,53.308849757684506,61.93938079752988,62.3828909248956,35.711837800150505,14.913698626284404,23.931348221428244,6.751727622329454,0,0,0,0,Low,2.7848016283123416
Maize,21.302850777718565,47.57992141850961,72.43640785606235,100.0,88.38304786787315,47.980591235990886,29.49167274370037,6.301015275377053,0,0,0,0,Low,4.77489587212492
Wheat,20.79519489614441,45.666800665243045,71.6245960913031,53.452506076418615,52.690873459909774,42.75521250769589,27.83805595114746,6.078461863527803,0,0,0,0,Low,3.483893566539752
Rice,30.393374266307124,90.39796859956385,83.25256340340653,89.14289219365847,83.48014729800592,40.50400663760865,53.33854941032175,5.875814477684431,0,0,0,0,Low,4.195072945818705
Rice,26.476969305951187,119.72369002975158,92.8399465417674,100.0,110.64478266494413,37.900144265785165,29.10759171771676,6.325415307030764,0,1,0,1,High,4.261868453244364
Cotton,23.102562308369258,39.85384909123741,55.207167012863934,56.37110543931334,61.23681617717154,22.737595782153466,25.315661517196332,5.864917891551924,1,0,0,1,Medium,2.594544890902569
Cotton,28.383442523352556,10.0,46.064794319133455,55.19655762757023,97.70790129784268,40.9966661748806,34.66670981966081,7.336553424937659,1,0,0,1,Medium,2.574216099569439
Maize,16.31676982855206,37.82116204487424,76.53319407864909,60.94760011426004,68.12059700479148,48.31573412725963,30.977248254921136,6.0289846338432564,0,0,0,0,Low,4.633810832039344
Wheat,12.807285147531672,60.941261884611286,67.24502549305984,33.31617536870335,55.37032930100941,53.88548399307727,41.113627221747215,6.758164585199315,0,0,0,0,Low,3.6697778265439474
Wheat,20.02468568518092,73.9049034047054,73.5700367527888,69.00074351007773,83.18993813129033,27.79151308061484,21.719035921780698,6.646584989408672,1,0,0,1,High,3.599826280077154
Maize,24.324165875776853,67.33140266217467,70.8522857037075,50.72122309966647,92.63954572256951,28.82415482066538,39.341764172448976,6.214607523146388,0,1,0,1,Medium,4.803752960083714
Cotton,26.06178384792869,64.78668252896233,60.682027281112134,59.942506765121486,48.63025628734182,31.894764724199923,15.83566371803806,6.85925621081917,0,0,0,0,Low,3.1117457260053425
Cotton,22.207763941370875,37.26339992751419,75.42216736121249,49.246010104809926,48.65177064141683,8.510599617004882,25.48841141591001,6.803457439951006,0,0,0,0,Low,2.4216592357713336
Maize,25.848429853091478,67.89032539225795,91.52891987003602,70.04106751888503,87.51702681323692,35.375452448415054,24.526780323516597,6.128168014677723,0,1,0,1,Medium,4.7446196222090045
Maize,19.667703456219243,67.45455184668697,71.72670257065278,74.15324254383833,77.44243714784916,42.01794763861714,43.14609790636618,5.172532296782387,0,0,0,0,Low,5.016247255033946
Rice,24.90652410021864,108.6465033406113,62.343596955261674,61.960697168717616,115.83223361102421,53.57937632457862,36.344718486466725,5.426338486606507,0,0,0,0,Low,4.044219976174416
Rice,20.184883608686548,122.07505064946325,82.20241793861781,100.0,99.05475411045589,48.23450479605174,25.306695034533007,6.736383061971283,0,0,0,0,Medium,4.035815180487503
Cotton,26.65631468075668,74.02860175878588,77.80293137816086,60.2781641442091,71.82167226612782,44.48153491279321,37.32234507132653,6.3826342797660685,0,0,0,0,Low,2.8959064756722923
Maize,15.819093485757804,88.7136705006517,74.6157096922653,63.58311928336996,72.45010670938422,51.51518438491976,46.417246640588516,6.620949366656538,1,0,0,1,Medium,4.645276650829098
Rice,32.770635633520214,138.93027655114244,69.32944776954548,84.65252580876788,82.12960637545564,32.742811270444875,15.518571132078367,6.493724956017525,0,0,0,0,Medium,4.162292892189535
Rice,26.125788906096663,98.37258699651602,100.0,93.73060689624845,86.29589329076234,36.49049774560661,42.912076654119964,5.603083841139157,1,0,0,1,High,3.976557231415135
Maize,25.431065395164634,70.20649780997432,70.34183563562516,62.26372796690692,75.81992554153575,49.041336182138416,36.968281774095175,6.022884285946318,0,1,0,1,Medium,4.552815092151512
Rice,29.13062354565853,109.11189600022654,58.60049837613355,90.7015616282474,93.21630259565715,36.57461409794435,42.322629506341556,6.058524303052511,0,0,0,0,Low,4.039094127360431
Rice,30.048117847588898,97.94924783267807,74.76766568237022,77.83593244475706,60.220991074531106,35.92066940664065,44.731320206897124,4.5,0,0,0,0,Low,4.239356773253171
Wheat,18.934093604014535,39.71879187841082,48.72988312573109,44.684559976505234,72.98137328192999,37.42248140928119,31.033763299851103,6.471218189628953,0,0,0,0,Low,3.4811713263118005
Maize,25.431065395164634,85.42050973525791,54.290366550103926,57.96287952381353,101.70350014137014,29.686894690159043,41.1651728439791,6.83514809993315,0,0,0,0,Low,4.992729720816166
Maize,18.614451091081598,91.66134916656044,90.12582221887696,78.39430805163154,80.62564133266905,46.410899436221456,58.816518365388426,5.960297077686467,0,0,0,0,Low,4.764507194378347
Rice,31.176202819525614,126.94222372795488,85.24970015221373,100.0,106.94205912472721,35.48178121147494,43.863329755781365,5.582130646105924,0,0,1,1,High,4.15254574313986
Maize,29.325721501004676,46.08310091771963,86.75562483883485,90.00836167326706,101.24119595042345,56.036190178939535,33.87571070089533,6.011553525055541,0,0,0,0,Low,4.469753369025841
Rice,23.363017160460135,130.6184408424116,85.57980545377191,94.0933011448934,89.84896453961653,22.966203344847084,35.9097890034864,6.09341679225349,0,0,0,0,Low,4.49249251189033
Wheat,15.237949930488899,59.16855606686377,54.19585065197478,77.11165959792798,83.3247885460595,44.441239837595894,32.1249932190725,8.277621680616722,0,0,0,0,Low,3.5058554306649015
Maize,19.1956431722956,65.84949730613604,81.40311512361181,50.03488140889027,122.22806659204606,42.203374365050855,37.112767680532755,6.383839121780802,0,0,1,1,Low,4.584809269641619
Maize,29.34030579079799,103.59937892553152,70.50603021978601,61.42834345531919,71.71694125011221,50.554811607407004,42.65416823691778,7.367669590055062,0,0,0,0,Low,4.801198741262405
Cotton,34.90816924003397,53.54698611923498,67.04395269847147,52.3366801538656,52.64482648031985,27.179294235947115,30.24857503751269,6.334749822150236,0,1,0,1,Medium,2.8124821727192573
Maize,14.314274049258689,91.28202420106459,86.53761811271899,41.57760166337211,82.05783830860389,38.09499716261941,29.72266093915494,6.141578619342858,0,1,0,1,High,4.66065415571414
Maize,21.471241885372045,94.32219850166706,52.041369797439444,52.734267864048036,109.70720832228176,50.27667920329874,28.077016077958938,6.080495630398491,0,0,0,0,Low,4.922467496811667
Rice,29.394027894698745,122.95654334743436,81.99654960127047,100.0,73.72626574242558,46.04526521549076,58.86047049537114,5.241882278747781,1,0,0,1,High,3.958113905025587
Wheat,17.1601351192815,56.87625313685374,93.06242185182151,79.70736316959442,91.83256934101227,24.56632130418513,51.70864270717799,6.689292215507597,0,0,0,0,Medium,3.6148790923793177
Rice,33.29817590315607,85.47318953332747,80.36133759255974,57.51263766876842,104.0501196841135,58.16724740634267,45.060789138151314,5.666525297753381,0,0,0,0,Low,4.3086036214717005
Rice,32.506696533011805,89.1534912155754,75.63050130215035,99.38842124436883,54.38750117453192,31.394036878259588,40.18025092132565,5.2616521646553736,1,0,0,1,Medium,3.6856473483425294
Cotton,30.061756516549146,46.44613305623025,45.43921218178218,40.700013951913824,43.70993503837798,21.800972471989397,22.909790423695096,7.5742925256396125,0,0,0,0,Low,2.913247674656581
Wheat,32.000622386621274,43.06978856922139,84.3941741721228,35.0489298053292,64.99927594168217,32.74570277481966,20.822503460738247,6.502712924823094,0,0,0,0,Medium,3.7040978785724197
Cotton,28.956583137844966,90.59369779303411,57.79657763135933,74.58850636535963,61.308089598244635,34.70328756672683,38.616361244979444,6.57648321925938,0,0,0,0,Low,2.637929401296391
Maize,20.596544589171415,75.79610421969218,73.48861683181522,83.03716621479512,87.17449733135761,32.5185630344292,46.95160411720232,6.538428024970763,0,0,1,1,Medium,4.25447337539434
Maize,27.069312705281842,74.77591388056328,92.51548415291514,61.66287654832602,75.85118766177006,36.37231609841472,55.91553302204734,5.842366282332579,0,0,0,0,Low,4.900244210904481
Wheat,19.6796751787108,77.95217951749414,81.29182599330919,66.88761278221887,100.5463577235005,30.966030556764792,44.691726564583796,6.817122485519393,0,0,0,0,Low,3.5236451416168277
Maize,34.225956242010966,91.55881669015763,55.96065141807831,73.60616631506619,64.81046288565632,42.63443933927668,37.45521197768241,5.962232589245426,0,0,0,0,Low,4.773240842841936
Wheat,15.526533752422054,50.376328028578165,61.97017008433829,54.24225374290897,70.31174865215922,34.777307552505796,34.86194759048022,5.325828526670702,0,0,0,0,Low,3.3542968420493486
Rice,34.630752950148896,156.74035128500844,93.2588370860388,80.35040592369786,98.15516202081064,29.969471050116624,33.881766310363425,5.872560381724576,1,0,0,1,High,4.084433655667763
Maize,25.43622130541396,74.88245676573136,58.864993074792835,59.993316937416694,73.79175378308267,40.91867424622645,24.864807675720073,7.273592188606,0,0,0,0,Low,4.676269570905069
Rice,33.88587839488508,129.6283975706383,64.42640913445024,64.1315382843285,89.11368828302412,40.078888985846056,42.96199187363317,5.505575808087787,0,0,0,0,Low,3.9002679547614476
Rice,29.262217012979658,107.33754402120795,88.55208463326692,70.55921531190384,67.50867757229943,26.68079040022768,32.02576634856772,6.392845956699329,0,0,0,0,Low,4.242819786100358
Maize,20.41999319426603,81.33666663294228,45.61499276710529,84.19278004640239,97.04940653483466,17.5605626170293,26.34335196476792,7.19604150069552,0,0,1,1,Medium,4.4669504221389165
Rice,15.178205894363252,103.52917597998744,62.94201573210211,95.14049874352774,73.7548951311883,44.37192066520352,63.699070354753346,5.052983582310592,0,0,0,0,Low,4.0829806296817805
Cotton,29.4888308707701,99.9220316388894,52.14886315316766,71.19125561706105,100.77693610035168,36.818189260118395,36.87065795858916,7.306597472603231,0,0,0,0,Low,2.56656825994816
Cotton,19.68666226962438,70.63025234116667,61.493232202942714,57.97395215086457,93.89073562818973,25.826144359402868,30.64167125624674,6.301941726048997,1,0,0,1,Medium,2.6867611729192657
Cotton,18.145352327596513,94.28102885130207,64.56827074536187,72.37578729763064,80.12334438770264,43.66886211444005,32.24339656778083,6.997209655118723,0,0,0,0,Low,2.9854765449599223
Wheat,18.425126683679505,37.61971835421633,59.758628212021854,52.559718504699724,89.4061145757559,19.486727733288998,16.44029973682093,7.724510570796495,0,0,0,0,Low,3.3159673558143234
Rice,23.869373052613213,94.80120636483535,77.64147354088064,96.59376009662343,114.23082800649229,47.43708800629666,61.036387521047885,4.986305677273151,0,0,1,1,Medium,4.021402278576673
Cotton,26.75513858877349,77.91961025467532,59.97620359927147,50.892026947607064,76.00335996342952,44.35546795533762,18.673362464403525,6.917548176487894,0,0,0,0,Low,2.795900493710773
Wheat,21.153123349825044,57.45019724048115,72.35401759205516,59.313600724757656,92.4714036047206,42.61173790913397,22.141961913321733,6.543714696139162,0,0,0,0,Low,3.3177381794981438
Cotton,24.907480610886957,28.852552125264197,72.40515825960904,77.35391693569096,66.97535310997927,21.23746070227957,21.667050417575098,6.148947668866569,0,1,0,1,Medium,2.8217322740889115
Cotton,26.473949743284827,76.14134453591701,69.03586170918364,56.14400979850365,67.0552235478764,32.35687923058413,20.10042207447986,6.48074581449657,0,0,0,0,Low,3.0060829075019453
Cotton,25.457581400355657,77.3106722380544,65.55942444857187,62.97227893032638,86.00229625260467,45.067968020697435,52.20683796583114,6.504855476047067,0,0,0,0,Low,2.9189841964763867
Rice,32.367308244373866,87.32690057000447,88.4946426737661,88.97070378862489,92.44136233507017,45.04818586129521,48.29457481598357,6.279773459015647,0,0,0,0,Low,4.468407561003408
Wheat,19.421802999194266,78.0998716839125,64.32449906694173,67.08337397327783,55.79631750555035,37.900144265785165,32.91100866606122,7.693594069302634,0,0,0,0,Low,3.710297448967216
Cotton,33.48187620289415,91.26210271832095,60.5340459568648,71.08295500109466,65.7085712447909,36.99346759291778,39.33128072341069,6.377503614572866,0,1,0,1,Low,2.9580803273887324
Wheat,25.484360852534614,38.94737827593521,64.66742485438269,46.66121974591863,80.4301117457534,33.622460910761994,31.39082167229217,6.821812733721754,0,0,0,0,Low,3.526230848829397
Rice,41.5939183631763,165.77415751355443,80.83029297215553,75.27826396128725,112.92046725203653,57.32855348926234,21.619709425639833,4.817493494054922,1,0,0,1,High,4.37076233757008
Maize,16.550840033673893,65.71891866663547,88.16360236556015,66.2648574086335,104.13859577624834,24.94975202889413,35.972497589658175,6.311583109100398,1,0,0,1,Medium,4.461556986246942
Cotton,24.783936953543055,79.46815791030392,65.84865786563502,62.8251781206475,58.08732732663917,32.366471540778996,8.229349535571451,6.598162165136964,0,0,0,0,Low,2.781840314388434
Maize,21.41731496414689,96.05121636680862,63.34067783679707,93.56650262262112,108.49147937180277,40.25211623823,33.87571070089533,7.127317855556457,1,0,1,2,High,4.772470516532537
Maize,25.015926854002895,72.38749154254046,84.33858725128235,50.369509590826254,99.96464941599598,35.02371246369428,46.01824853681937,6.026336038888136,0,0,0,0,Low,4.5172321468694605
Rice,24.034469587954497,78.38151182266911,78.68500567515795,91.80017190008094,94.71347878995964,50.244092878119815,30.777311163461132,5.628407145243598,1,0,0,1,Medium,3.8820129814995465
Maize,26.089664385959583,59.88785750241327,60.26226445263355,69.74537482304217,91.25912936987949,51.72950233584457,41.861658003927836,6.073172399980936,0,0,0,0,Low,4.777364930943466
Cotton,25.123462474239407,48.400428537274706,47.909570621777675,45.21697553017624,92.78938495022042,13.90049062579812,34.88104817719306,6.022564851328623,0,0,0,0,Low,2.979795904958483
Rice,22.52761796324316,124.24421394368981,83.07437414423168,65.15252643886201,72.23902867481061,25.86204192718881,34.17182810387031,5.73194907954884,0,0,1,1,Medium,4.005644786226525
Wheat,26.916509215184266,42.55875165921178,51.76326199051106,79.95779726933642,73.15266936660477,33.02119643747755,34.78991794748474,7.173999241770353,0,0,0,0,Low,3.2796129544567756
Cotton,23.634440828291602,59.25372915918213,68.17744399644985,76.56480636267997,58.57517634681558,31.207230651535866,23.856768559037057,6.109616054271556,0,0,0,0,Low,3.100119933521805
Maize,21.806747626694527,83.74025589811552,68.40415744726005,86.15320707221612,82.09704543518754,47.20972867409367,24.900471629637508,6.930883757812237,0,0,0,0,Low,4.714628885972838
Maize,21.96622782639655,54.63455287416716,67.62829463575176,64.89432521779167,81.30655811898401,33.44384540487692,39.195246707829554,7.209489497670757,1,0,0,1,Medium,4.650490270369757
Maize,22.89191045123077,85.10544950386132,62.819106674132165,84.88954955712634,94.86239679660531,38.776654391298095,42.181091025405884,7.130201731374229,1,0,0,1,Low,4.686111046190591
Wheat,22.35765004005781,58.86179705072915,58.20650367178141,34.343096247788814,78.8466002453231,40.82661818565471,10.038721789000537,6.610831813486078,1,0,0,1,Medium,3.684861769190951
Rice,32.180082326811856,110.18130008424549,75.89161139075348,95.90467298359842,97.87365984934226,47.14267548946903,45.84781584014189,6.141837016738739,1,0,0,1,High,3.9111747255818874
Cotton,35.26650455819433,60.91538060117472,48.52503489552708,77.88148163642617,86.54627562096368,27.3690687764714,15.847328080758125,6.62019372332602,0,0,0,0,Low,2.3638198377422155
Cotton,28.26895526817977,88.8895041951422,71.50339058279171,42.79291101040206,57.353602269775784,32.68097317877489,37.52682315286057,5.846894029043859,1,0,0,1,Medium,3.0724655885441536
Cotton,31.993767853363266,84.7386263948525,68.27143205965794,58.90128991922745,98.49108821271085,22.005003422683153,26.50560672783044,6.075087188184067,0,0,0,0,Low,2.8457667369684105
Cotton,31.840396531714518,59.87349189459894,62.41283263099586,59.45455265141275,70.07900646356856,37.23372322077179,17.918211763544118,6.361630543078931,0,0,0,0,Low,2.7664204935635976
Wheat,20.58175107023885,49.730957715521505,70.05057786718451,78.75250663294932,66.8306286996465,53.01396616640204,32.49308331520223,7.122861821782894,0,0,0,0,Low,3.434110111125574
Wheat,32.182364791139946,82.55754583163026,71.81299816222423,44.74741909528419,106.24445496015784,22.534207613315985,32.76983141407154,6.768239999145722,0,0,0,0,Low,3.8125220669672264
Maize,38.18425530530438,47.283131268728845,47.09691426492114,68.64323019725413,97.95668481482576,35.06619731649904,55.23445794824953,5.87396176648978,0,0,0,0,Low,4.6819483733393605
Maize,24.020704891937125,90.03753938759954,60.55305999287242,82.74840760569269,87.46465022520309,35.08500097535287,41.968621810742626,6.1722325284451065,0,0,0,0,Low,4.744750262786857
Maize,24.08107592420001,82.39786760855492,76.51824001232063,44.4971245507876,39.32095063115005,34.331039028725705,31.117261575484555,6.648329754339181,0,0,0,0,Low,4.6156228500535175
Maize,29.298951261463138,67.3232701842515,52.611741009596145,57.18704502273716,86.90016555247541,35.03147798400339,52.845797460168995,7.314144280601073,0,0,0,0,Low,4.706068558303689
Cotton,35.19342150443354,85.64682608959862,48.4215023862809,70.93335267830466,55.27923274204835,8.448292064631158,21.90619178917246,7.026186752512112,0,1,0,1,High,2.7467346178831256
Wheat,25.17090098588381,103.49303732450409,54.46847931866103,50.44425591925815,83.46608422158727,46.30283650307068,22.595397102142428,6.719043606317586,0,1,0,1,Low,3.5241879725204406
Wheat,23.071222312420367,59.28653148594304,70.26997948457996,46.70457020436715,106.31952689691747,40.03772188063075,41.619871890718414,6.569643416493055,0,0,0,0,Low,3.4182615806747405
Rice,30.43663972131621,139.80222822980224,75.66460707433899,64.28578033805037,92.06192429184368,56.57842144484384,43.63135455168259,5.071752243573762,0,0,0,0,Low,4.088474460724673
Maize,26.851474611483265,56.639607158556906,48.97195394283067,90.1801201005885,111.60101496044724,37.981129262097056,44.595848723435566,6.343890816232303,0,0,0,0,Low,4.792579638991245
Rice,29.51392911756215,77.95217951749414,68.59413138457637,64.32997045361856,113.31835542925447,48.932254031739596,44.49364684337527,6.246161940324471,0,0,0,0,Low,4.310122079133024
Wheat,20.718121902027445,60.34871608728365,82.9224172441078,57.58636241545314,76.39365359970505,38.086578829213636,43.460301441420654,6.272445683334752,0,0,0,0,Low,3.7051126952261484
Wheat,20.34636917585255,47.94768918442392,66.91767718973638,42.92868834312296,59.150852065411925,20.865806102093035,33.195986782174494,6.350517291240335,1,0,0,1,Medium,3.8306990196351545
Rice,23.69159534356539,151.4365815452605,82.02516729757855,74.354082016787,114.26657288413874,53.447031797447906,36.89187439720912,5.5864663205631535,1,0,0,1,High,4.16601891232037
Maize,30.02111431182983,80.11223730409247,82.15436114454069,63.038943999301424,45.56798395720938,35.36546322435571,28.341900199412887,6.281013010092779,0,0,0,0,Low,4.66267824025298
Rice,24.075779015261535,116.85170106408532,87.27809738903517,78.19242965315527,90.16437644042463,25.472761946066424,33.672261164116115,6.236600156929098,0,0,0,0,Low,4.451469890569076
Rice,24.31185855508133,104.27117256586202,80.07697599639737,84.89670876075469,71.07466759979212,41.449304059988805,37.011085676030746,6.336623089990984,0,1,0,1,Medium,4.027050306444326
Cotton,24.19138126050862,55.13203162480906,67.95423377301839,50.81862142717467,118.28336416061364,27.555609073517438,25.833746943845377,6.4652823427888135,0,0,0,0,Low,3.019155241938999
Wheat,13.313462724263417,113.02928753520582,65.1901576442927,75.39866942550692,74.48901455860083,42.611383154726965,38.77181686725047,6.800391104218591,1,0,0,1,Medium,3.271157840377606
Rice,22.565071796755817,93.66563816803716,75.11053196198692,79.6580297621091,103.89315054155935,16.30836003386048,29.43148134872201,5.180670321498922,0,0,1,1,Low,4.202377628481628
Wheat,24.811259257964608,58.223202421085745,68.27239891905383,57.19306175360534,73.89373458932681,21.21701981730191,42.91946171289575,7.196891374368292,1,0,0,1,Low,3.6975707775734423
Maize,23.974978678583682,97.9272791755653,75.71892353481628,44.39895666545377,121.63872112978936,43.77735047521539,38.76581505591049,6.304705844453392,0,0,0,0,Low,4.529205793468199
Rice,23.169765868876325,72.97533756669766,98.61121747923451,76.72770488010386,101.39777463368749,54.29615090969159,48.73249400925998,5.499255550735055,0,0,0,0,Low,4.529636850011622
Maize,26.218439063315067,70.73460943387981,72.31735311723422,81.13015102935347,91.7716161447303,30.175373450568078,38.33848025789598,6.86949387902932,0,0,0,0,Low,4.603874703758962
Rice,25.28551617329974,127.01801941026865,68.29109584672126,66.74458457187283,61.02442574585373,36.632242332660134,57.508518023679294,5.949108869193368,0,0,0,0,Low,4.045343533225069
Rice,20.886416931341365,91.24580093193134,80.88591209428314,47.67302040057079,84.22812354954115,33.30070898113216,37.318765748320466,6.000183846969006,0,0,1,1,Medium,3.874794336881425
Wheat,24.419652343713622,88.64469227871149,61.29070076108673,65.93322098355283,82.6114516911664,30.079913496339806,23.757164423212483,7.075793214226829,0,0,0,0,Low,3.513774613897186
Wheat,26.429736696887616,21.402307155027756,69.38894509857475,46.173659477349574,62.27621387274928,28.867288975963085,27.764014182718228,5.948910427695418,0,0,0,0,Low,3.519704284459655
Maize,18.882695508888478,52.35774885900225,70.35978531895644,87.99400055803336,89.83033711805136,40.950884425234555,49.94625388211176,5.725132100723609,0,0,0,0,Low,4.720176323436114
Maize,29.49127303387973,48.313059195637706,81.39933181279727,53.56221141280103,77.28037116669053,48.104797695984324,52.99435983008709,6.0790127351821015,0,1,0,1,Medium,4.975532588955496
Cotton,29.899488670704574,102.25140040402724,44.562885984938944,54.99288086263182,91.49304419032212,17.76499786592174,31.702020494933652,7.02542809116834,0,0,0,0,Low,2.552103954807699
Wheat,16.76820487582041,42.66326004644307,68.52242815076808,31.45669245716095,75.51670679624527,20.943954888195833,36.04212865277332,7.093730009580028,0,0,0,0,Low,3.585523743487424
Wheat,25.658080122795297,64.80242078810478,78.80396885443356,89.8846654166513,110.9313273076723,13.56891184862942,32.96676121140232,6.5218371244762805,0,0,0,0,Low,3.5422880437271775
Maize,28.475013189790083,86.21213611652013,92.46276618220668,29.425109587116616,93.31503893117564,33.011507735563,37.57127918990941,6.396904402376481,0,0,0,0,Low,4.596553211828268
Rice,29.59156996619551,111.71250730775604,86.06750780826562,94.83305351546574,83.7796877547753,45.04545624130028,28.973003357774665,6.320810657596381,0,0,1,1,Low,3.956565048443527
Wheat,25.860252266126896,75.74134731108165,79.79122851732977,69.30957855567492,64.17290991658422,39.13735607874882,30.74825571616836,7.165785157136703,0,0,0,0,Low,3.8795166156005294
Rice,26.53065669880023,101.03589841413469,81.38252288744457,89.64969042591221,69.98721505819583,51.36822674526636,30.529606793007254,5.823972079114267,1,0,0,1,High,3.8913711492535374
Rice,32.64931624256953,135.8091321610512,69.5393655360548,64.49114471195908,101.30666389495408,34.40108366535236,39.024846421582076,5.534444825056195,1,1,0,2,High,4.025143533933038
Cotton,32.48101552769888,79.6447366593926,47.35747556739706,51.00544033832631,81.5954474343066,19.7919231828731,27.87498635308835,7.1484216195801675,0,0,0,0,Low,3.1201495806082242
